fold,batch,frac,seed,method,acc,subject
3,3,0.2,2,reject,87.77777777777777,S01
3,3,0.2,2,winsorize,22.777777777777775,S01
3,3,0.2,3,standard,76.66666666666667,S01
3,3,0.2,3,reject,88.33333333333333,S01
3,3,0.2,3,winsorize,16.666666666666664,S01
3,4,0.0,0,standard,90.55555555555554,S01
3,4,0.0,0,reject,88.33333333333333,S01
3,4,0.0,0,winsorize,70.0,S01
3,4,0.0,1,standard,90.55555555555554,S01
3,4,0.0,1,reject,88.33333333333333,S01
3,4,0.0,1,winsorize,70.0,S01
3,4,0.0,2,standard,90.55555555555554,S01
3,4,0.0,2,reject,88.33333333333333,S01
3,4,0.0,2,winsorize,70.0,S01
3,4,0.0,3,standard,90.55555555555554,S01
3,4,0.0,3,reject,88.33333333333333,S01
3,4,0.0,3,winsorize,70.0,S01
3,4,0.05,0,standard,88.33333333333333,S01
3,4,0.05,0,reject,88.88888888888889,S01
3,4,0.05,0,winsorize,55.00000000000001,S01
3,4,0.05,1,standard,88.33333333333333,S01
3,4,0.05,1,reject,89.44444444444444,S01
3,4,0.05,1,winsorize,52.77777777777778,S01
3,4,0.05,2,standard,88.88888888888889,S01
3,4,0.05,2,reject,89.44444444444444,S01
3,4,0.05,2,winsorize,60.0,S01
3,4,0.05,3,standard,89.44444444444444,S01
3,4,0.05,3,reject,89.44444444444444,S01
3,4,0.05,3,winsorize,66.66666666666666,S01
3,4,0.1,0,standard,87.22222222222223,S01
3,4,0.1,0,reject,89.99999999999999,S01
3,4,0.1,0,winsorize,46.111111111111114,S01
3,4,0.1,1,standard,86.66666666666667,S01
3,4,0.1,1,reject,89.44444444444444,S01
3,4,0.1,1,winsorize,41.111111111111114,S01
3,4,0.1,2,standard,87.22222222222223,S01
3,4,0.1,2,reject,89.44444444444444,S01
3,4,0.1,2,winsorize,51.66666666666667,S01
3,4,0.1,3,standard,87.77777777777777,S01
3,4,0.1,3,reject,89.44444444444444,S01
3,4,0.1,3,winsorize,50.55555555555556,S01
3,4,0.2,0,standard,83.8888888888889,S01
3,4,0.2,0,reject,90.55555555555554,S01
3,4,0.2,0,winsorize,31.11111111111111,S01
3,4,0.2,1,standard,82.22222222222223,S01
3,4,0.2,1,reject,88.88888888888889,S01
3,4,0.2,1,winsorize,21.11111111111111,S01
3,4,0.2,2,standard,84.44444444444446,S01
3,4,0.2,2,reject,89.99999999999999,S01
3,4,0.2,2,winsorize,32.22222222222222,S01
3,4,0.2,3,standard,84.44444444444446,S01
3,4,0.2,3,reject,89.44444444444444,S01
3,4,0.2,3,winsorize,21.11111111111111,S01
3,5,0.0,0,standard,84.44444444444446,S01
3,5,0.0,0,reject,85.55555555555556,S01
3,5,0.0,0,winsorize,65.55555555555556,S01
3,5,0.0,1,standard,84.44444444444446,S01
3,5,0.0,1,reject,85.55555555555556,S01
3,5,0.0,1,winsorize,65.55555555555556,S01
